Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
49,No,Travel_Frequently,532,Research & Development,7,2,Marketing,1,1177,2,Male,66,4,2,Manager,1,Divorced,10880,6282,0,Y,No,16,4,2,80,1,30,3,2,6,2,0,2
21,No,Non-Travel,451,Research & Development,7,2,Technical Degree,1,1178,2,Female,57,1,2,Human Resources,3,Married,9051,7212,5,Y,No,14,3,4,80,3,1,5,4,1,0,0,0
18,No,Non-Travel,370,Research & Development,19,3,Technical Degree,1,1179,3,Female,41,2,2,Sales Executive,3,Single,7312,11260,1,Y,No,18,3,1,80,1,1,4,4,0,0,0,0
60,No,Travel_Rarely,398,Sales,2,4,Marketing,1,1180,1,Male,53,1,2,Human Resources,3,Divorced,8565,5445,1,Y,Yes,13,3,1,80,0,40,1,2,15,6,3,5
54,No,Non-Travel,245,Research & Development,15,3,Medical,1,1181,3,Female,27,4,1,Sales Executive,2,Single,4939,3999,1,Y,No,23,3,1,80,2,35,3,3,6,2,0,2
29,No,Non-Travel,540,Research & Development,14,3,Technical Degree,1,1182,4,Female,59,2,2,Healthcare Representative,1,Divorced,10477,11075,6,Y,No,24,3,2,80,2,10,4,3,2,0,3,0
37,No,Non-Travel,431,Research & Development,9,3,Medical,1,1183,4,Female,47,4,2,Human Resources,3,Divorced,8594,11946,5,Y,Yes,20,3,3,80,1,17,1,3,7,2,0,2
35,Yes,Travel_Frequently,418,Research & Development,6,4,Medical,1,1184,2,Male,50,2,2,Human Resources,2,Single,8320,13916,8,Y,Yes,13,4,3,80,0,13,3,2,7,2,1,2
22,No,Travel_Rarely,836,Research & Development,13,3,Life Sciences,1,1185,4,Female,102,4,4,Human Resources,4,Married,16139,18604,5,Y,No,19,3,3,80,2,1,3,3,0,0,1,0
48,No,Travel_Frequently,261,Research & Development,9,4,Life Sciences,1,1186,1,Male,29,3,1,Healthcare Representative,3,Single,5287,6059,2,Y,No,23,3,4,80,0,27,2,4,19,7,3,6
24,Yes,Travel_Rarely,229,Sales,9,5,Medical,1,1187,2,Female,40,3,1,Research Scientist,1,Married,5701,6607,5,Y,No,21,4,3,80,0,4,0,2,0,0,0,0
55,No,Non-Travel,335,Sales,17,4,Technical Degree,1,1188,1,Female,43,1,1,Manufacturing Director,1,Divorced,7068,6789,0,Y,No,12,3,3,80,0,34,4,4,13,5,3,4
26,No,Travel_Frequently,460,Research & Development,12,3,Life Sciences,1,1189,1,Male,57,4,2,Sales Representative,1,Single,9403,10246,8,Y,No,22,3,4,80,2,6,5,3,3,1,1,1
43,No,Travel_Frequently,464,Research & Development,8,4,Medical,1,1190,3,Female,54,2,2,Manufacturing Director,2,Married,8648,9844,3,Y,No,15,4,1,80,1,24,3,1,20,8,9,7
23,Yes,Travel_Rarely,450,Human Resources,24,5,Life Sciences,1,1191,2,Female,47,4,2,Sales Executive,2,Divorced,8511,10750,6,Y,No,18,3,4,80,2,4,1,1,2,0,0,0
20,No,Travel_Rarely,414,Sales,19,3,Medical,1,1192,2,Female,50,2,2,Research Scientist,4,Married,8414,3407,8,Y,Yes,14,4,2,80,0,1,6,4,2,0,0,0
44,No,Travel_Frequently,752,Research & Development,3,3,Life Sciences,1,1193,3,Female,98,1,4,Healthcare Representative,4,Divorced,15750,17975,6,Y,No,15,4,1,80,0,23,0,3,16,6,5,5
30,No,Travel_Frequently,637,Research & Development,29,3,Technical Degree,1,1194,2,Male,79,4,3,Manufacturing Director,3,Married,12792,12076,5,Y,No,19,3,1,80,0,11,6,3,5,2,2,1
47,No,Travel_Frequently,338,Human Resources,20,1,Life Sciences,1,1195,4,Male,39,3,1,Sales Executive,4,Married,6487,5531,3,Y,No,17,3,4,80,1,26,3,1,12,4,0,4
19,Yes,Non-Travel,259,Sales,21,4,Other,1,1196,1,Female,28,4,1,Manager,2,Divorced,4805,1356,6,Y,No,15,3,2,80,3,1,3,2,4,1,0,1
36,No,Travel_Frequently,639,Research & Development,14,5,Medical,1,1197,4,Male,79,2,4,Manager,1,Divorced,12911,13946,6,Y,No,16,3,1,80,1,16,5,3,2,0,0,0
58,No,Non-Travel,758,Research & Development,1,4,Life Sciences,1,1198,4,Female,97,1,4,Research Scientist,1,Single,15085,17393,0,Y,No,20,4,1,80,1,36,6,2,9,3,1,3
60,No,Travel_Frequently,830,Sales,24,2,Technical Degree,1,1199,1,Female,100,1,5,Human Resources,4,Single,16191,12829,7,Y,Yes,23,3,3,80,1,41,5,2,18,7,4,6
41,No,Travel_Rarely,517,Research & Development,20,3,Life Sciences,1,1200,2,Female,62,4,3,Laboratory Technician,3,Married,10075,13705,1,Y,No,21,3,3,80,2,20,6,4,15,6,4,5
51,No,Non-Travel,354,Research & Development,20,3,Marketing,1,1201,4,Female,45,2,2,Research Scientist,3,Single,7462,5344,7,Y,No,25,4,3,80,2,32,4,4,10,4,2,3
25,Yes,Travel_Frequently,265,Sales,19,2,Medical,1,1202,4,Male,32,4,1,Research Scientist,1,Divorced,5185,7729,4,Y,No,17,3,1,80,1,4,4,2,5,2,1,1
53,Yes,Travel_Frequently,368,Research & Development,4,3,Medical,1,1203,2,Male,44,3,2,Laboratory Technician,2,Married,7371,8021,5,Y,Yes,12,3,4,80,0,34,4,1,12,4,1,4
26,No,Non-Travel,591,Sales,22,2,Technical Degree,1,1204,3,Male,74,1,2,Research Director,3,Married,11675,12876,3,Y,No,22,3,3,80,0,7,3,4,0,0,3,0
37,No,Travel_Rarely,360,Sales,6,4,Marketing,1,1205,2,Male,44,4,1,Research Scientist,3,Divorced,6813,9538,7,Y,Yes,17,4,3,80,1,17,2,1,8,3,4,2
18,Yes,Non-Travel,419,Research & Development,24,4,Marketing,1,1206,1,Male,54,1,2,Sales Representative,1,Married,7871,11191,4,Y,No,23,3,3,80,0,1,3,1,1,0,4,0
24,No,Travel_Frequently,368,Research & Development,2,5,Marketing,1,1207,3,Female,45,1,2,Sales Representative,3,Married,7194,9235,3,Y,No,18,4,1,80,0,2,5,2,0,0,0,0
28,No,Travel_Frequently,908,Research & Development,10,3,Life Sciences,1,1208,3,Male,110,4,5,Manager,2,Divorced,17855,18335,2,Y,No,20,3,2,80,0,8,1,3,1,0,0,0
57,No,Non-Travel,307,Research & Development,3,5,Life Sciences,1,1209,4,Male,36,3,1,Sales Executive,1,Single,5941,4390,8,Y,No,13,3,1,80,0,35,2,1,12,4,3,4
43,No,Travel_Rarely,699,Research & Development,12,2,Life Sciences,1,1210,1,Female,92,2,4,Manager,3,Divorced,14141,12401,8,Y,No,17,4,2,80,1,24,3,3,9,3,6,3
38,No,Travel_Frequently,599,Research & Development,20,4,Life Sciences,1,1211,1,Male,73,1,3,Manager,2,Married,11818,13861,4,Y,No,25,3,3,80,0,16,4,1,1,0,0,0
43,No,Travel_Frequently,345,Research & Development,17,5,Marketing,1,1212,4,Female,44,3,2,Healthcare Representative,1,Married,6661,7783,1,Y,No,25,4,1,80,0,22,4,1,6,2,2,2
47,No,Non-Travel,232,Research & Development,4,2,Life Sciences,1,1213,2,Female,31,2,1,Sales Representative,1,Single,4568,5741,4,Y,No,25,3,1,80,1,25,0,3,11,4,4,3
28,No,Travel_Rarely,262,Sales,8,5,Marketing,1,1214,1,Male,32,2,1,Healthcare Representative,4,Divorced,4913,2823,4,Y,No,16,4,2,80,0,6,1,4,2,0,0,0
19,No,Travel_Frequently,709,Sales,15,3,Medical,1,1215,1,Male,90,4,4,Manufacturing Director,4,Single,14179,17630,6,Y,No,11,4,4,80,2,1,0,3,0,0,0,0
22,No,Non-Travel,769,Research & Development,18,1,Medical,1,1216,3,Male,95,3,4,Research Director,2,Married,15394,12092,2,Y,No,21,3,1,80,1,1,6,4,0,0,2,0
32,No,Travel_Frequently,253,Research & Development,2,4,Medical,1,1217,4,Female,34,4,1,Human Resources,2,Divorced,5007,2899,3,Y,No,25,3,1,80,1,11,5,2,0,0,0,0
22,No,Non-Travel,547,Research & Development,24,4,Marketing,1,1218,1,Female,71,4,3,Laboratory Technician,1,Divorced,11213,10522,4,Y,No,11,3,1,80,1,1,2,3,0,0,0,0
40,No,Travel_Rarely,610,Research & Development,11,3,Medical,1,1219,3,Male,77,3,3,Sales Representative,3,Divorced,12270,11546,5,Y,Yes,20,3,2,80,0,18,2,3,8,3,3,2
31,No,Travel_Rarely,964,Research & Development,11,4,Marketing,1,1220,2,Female,121,4,5,Research Scientist,2,Single,19270,20417,5,Y,Yes,24,4,3,80,2,9,0,4,0,0,0,0
26,Yes,Travel_Rarely,820,Research & Development,27,3,Other,1,1221,1,Female,99,4,4,Research Director,1,Married,16703,17750,2,Y,Yes,19,4,1,80,2,5,6,2,0,0,2,0
26,No,Travel_Frequently,721,Sales,1,5,Other,1,1222,1,Male,89,3,4,Research Director,2,Single,14294,10825,7,Y,No,25,4,2,80,0,6,0,1,6,2,0,2
55,No,Travel_Rarely,334,Research & Development,23,5,Other,1,1223,1,Female,42,2,1,Manufacturing Director,1,Single,6482,4622,8,Y,No,12,3,1,80,1,33,2,1,8,3,2,2
53,No,Travel_Frequently,637,Research & Development,16,3,Medical,1,1224,2,Female,78,1,3,Manufacturing Director,1,Single,12491,12736,7,Y,No,21,3,3,80,0,32,2,2,12,4,1,4
19,Yes,Travel_Rarely,294,Research & Development,14,3,Technical Degree,1,1225,4,Male,43,2,1,Healthcare Representative,2,Married,6391,5514,7,Y,No,16,4,2,80,1,1,4,1,1,0,0,0
56,No,Travel_Rarely,353,Research & Development,18,5,Other,1,1226,4,Female,44,4,2,Research Director,1,Divorced,7258,9499,7,Y,No,20,3,1,80,0,37,1,2,10,4,2,3
20,No,Travel_Frequently,305,Sales,4,3,Technical Degree,1,1227,4,Female,40,3,1,Manager,1,Divorced,5930,6199,3,Y,No,23,3,1,80,0,1,5,4,0,0,0,0
38,No,Travel_Rarely,186,Research & Development,11,3,Technical Degree,1,1228,3,Male,32,3,1,Manager,4,Single,4762,5609,3,Y,No,19,4,1,80,3,18,1,1,9,3,0,3
47,No,Travel_Rarely,254,Research & Development,17,4,Other,1,1229,4,Male,31,4,1,Manager,1,Single,5084,8460,4,Y,No,24,3,4,80,1,27,4,4,15,6,3,5
60,No,Travel_Rarely,618,Research & Development,1,1,Marketing,1,1230,1,Male,76,4,3,Healthcare Representative,3,Divorced,12418,12865,1,Y,No,22,4,3,80,1,41,4,4,16,6,3,5
44,No,Travel_Rarely,895,Research & Development,8,3,Technical Degree,1,1231,1,Female,118,1,5,Laboratory Technician,1,Divorced,18103,19574,8,Y,No,14,3,4,80,1,25,0,1,6,2,2,2
37,No,Non-Travel,621,Research & Development,24,4,Other,1,1232,2,Male,75,1,3,Research Director,1,Married,12136,12551,0,Y,No,25,3,4,80,1,17,4,3,0,0,0,0
51,No,Travel_Rarely,645,Research & Development,29,2,Life Sciences,1,1233,1,Male,85,1,3,Sales Executive,4,Married,12877,12455,4,Y,No,12,4,2,80,1,31,4,3,14,5,3,4
27,Yes,Travel_Rarely,694,Research & Development,9,3,Life Sciences,1,1234,1,Male,82,2,3,Healthcare Representative,2,Divorced,13601,13707,5,Y,Yes,16,3,2,80,0,5,6,3,9,3,1,3
43,No,Travel_Rarely,623,Sales,14,4,Technical Degree,1,1235,3,Female,73,2,3,Manager,4,Divorced,12429,11213,6,Y,No,23,3,3,80,1,23,2,2,7,2,1,2
27,No,Travel_Rarely,438,Research & Development,20,3,Marketing,1,1236,2,Male,51,3,2,Manager,2,Single,8489,9540,5,Y,No,24,3,1,80,1,7,2,4,4,1,4,1
40,No,Travel_Rarely,914,Research & Development,10,4,Marketing,1,1237,4,Female,111,2,5,Manager,4,Divorced,18436,16806,7,Y,No,24,4,3,80,0,18,6,1,5,2,0,1
35,No,Travel_Rarely,435,Research & Development,15,4,Marketing,1,1238,4,Female,58,3,2,Sales Executive,4,Married,9090,6733,0,Y,No,21,3,4,80,0,15,5,2,0,0,1,0
59,No,Travel_Rarely,482,Research & Development,27,5,Medical,1,1239,4,Female,57,1,2,Research Scientist,3,Married,9135,8271,5,Y,No,20,4,1,80,2,39,0,2,16,6,5,5
60,No,Travel_Rarely,611,Research & Development,17,5,Marketing,1,1240,2,Female,79,3,3,Healthcare Representative,3,Divorced,12325,11362,0,Y,Yes,19,3,2,80,1,39,4,1,18,7,5,6
49,No,Travel_Frequently,409,Research & Development,22,4,Medical,1,1241,4,Male,56,2,2,Healthcare Representative,1,Divorced,8078,9552,7,Y,No,15,4,1,80,1,29,6,2,17,6,3,5
19,No,Non-Travel,279,Research & Development,6,2,Medical,1,1242,3,Male,39,4,1,Laboratory Technician,3,Single,5663,4467,4,Y,No,12,3,3,80,1,1,0,1,0,0,1,0
26,No,Travel_Rarely,302,Research & Development,20,4,Marketing,1,1243,4,Male,34,4,1,Healthcare Representative,2,Divorced,5608,5483,8,Y,No,14,3,4,80,2,6,1,4,0,0,2,0
46,No,Travel_Frequently,446,Sales,21,4,Other,1,1244,4,Female,51,4,2,Laboratory Technician,4,Married,8468,9905,0,Y,Yes,25,4,2,80,0,24,1,1,11,4,1,3
33,Yes,Travel_Rarely,247,Sales,16,2,Marketing,1,1245,4,Female,39,4,1,Human Resources,2,Divorced,5400,5727,5,Y,Yes,20,4,2,80,0,14,1,2,4,1,1,1
47,No,Travel_Frequently,508,Human Resources,4,4,Marketing,1,1246,2,Male,64,1,3,Sales Executive,4,Single,10490,12340,0,Y,No,23,3,4,80,0,26,1,2,4,1,2,1
20,Yes,Non-Travel,772,Sales,15,2,Medical,1,1247,1,Female,88,4,4,Human Resources,2,Single,14570,16865,0,Y,Yes,12,3,1,80,2,1,2,1,0,0,0,0
52,No,Non-Travel,480,Research & Development,29,3,Technical Degree,1,1248,3,Female,50,1,2,Research Director,1,Divorced,9349,9295,0,Y,No,13,3,3,80,1,32,3,3,10,4,4,3
24,No,Travel_Rarely,649,Sales,7,4,Other,1,1249,2,Female,88,1,3,Laboratory Technician,3,Single,13721,16881,5,Y,No,21,4,4,80,2,3,2,4,2,0,0,0
42,No,Travel_Frequently,422,Human Resources,14,3,Medical,1,1250,1,Female,50,1,2,Human Resources,4,Single,8459,6664,5,Y,No,25,3,1,80,0,23,6,3,3,1,0,1
57,No,Travel_Rarely,511,Sales,2,5,Other,1,1251,2,Female,62,4,2,Research Scientist,2,Married,9791,7899,4,Y,No,15,3,1,80,0,36,0,3,13,5,3,4
55,No,Travel_Rarely,617,Research & Development,29,2,Medical,1,1252,2,Male,74,3,3,Laboratory Technician,2,Single,12326,14791,3,Y,No,17,3,4,80,0,33,2,4,16,6,1,5
54,No,Travel_Rarely,417,Research & Development,7,3,Marketing,1,1253,4,Male,57,2,2,Laboratory Technician,1,Divorced,8825,10527,8,Y,No,22,3,4,80,1,35,0,3,11,4,2,3
45,No,Travel_Frequently,610,Research & Development,9,4,Medical,1,1254,1,Male,85,4,3,Research Director,4,Single,12851,14774,7,Y,No,24,4,3,80,3,26,0,1,10,4,2,3
49,No,Travel_Frequently,264,Research & Development,9,5,Other,1,1255,4,Female,34,4,1,Sales Representative,1,Single,5614,3332,7,Y,No,16,4,3,80,2,30,5,3,11,4,3,3
22,No,Non-Travel,467,Research & Development,7,3,Other,1,1256,2,Male,59,3,2,Manufacturing Director,2,Single,8713,8990,8,Y,No,13,4,2,80,0,1,1,4,0,0,3,0
25,No,Travel_Frequently,553,Human Resources,23,3,Life Sciences,1,1257,3,Female,72,3,3,Sales Executive,4,Married,11803,8064,7,Y,No,21,3,1,80,2,5,3,1,5,2,2,1
43,No,Travel_Rarely,360,Research & Development,13,4,Marketing,1,1258,4,Male,51,4,2,Sales Representative,4,Divorced,8021,7132,7,Y,No,18,3,4,80,1,24,2,3,16,6,2,5
45,No,Travel_Frequently,891,Research & Development,3,3,Other,1,1259,3,Male,109,3,5,Research Scientist,2,Married,17642,18684,8,Y,No,17,4,3,80,0,26,0,4,10,4,0,3
32,No,Non-Travel,536,Research & Development,8,4,Life Sciences,1,1260,1,Male,71,2,3,Sales Executive,4,Divorced,11005,7157,4,Y,No,15,3,2,80,2,10,0,2,0,0,1,0
24,No,Travel_Frequently,432,Research & Development,14,5,Marketing,1,1261,2,Female,51,4,2,Sales Executive,3,Divorced,8382,10352,5,Y,Yes,14,4,1,80,0,4,2,3,3,1,0,1
54,No,Travel_Frequently,448,Sales,21,5,Medical,1,1262,2,Female,59,3,2,Research Scientist,4,Single,9485,3167,6,Y,No,18,3,4,80,1,33,0,2,8,3,6,2
45,No,Travel_Rarely,839,Research & Development,24,2,Life Sciences,1,1263,1,Male,102,4,5,Healthcare Representative,4,Single,17302,19440,8,Y,No,20,4,4,80,0,24,3,3,6,2,0,2
56,No,Non-Travel,815,Research & Development,26,4,Marketing,1,1264,3,Female,105,1,5,Manager,2,Married,16512,17519,7,Y,Yes,22,3,1,80,1,35,2,1,15,6,2,5
44,No,Travel_Frequently,626,Research & Development,28,3,Other,1,1265,1,Male,80,2,3,Manager,1,Divorced,12566,13597,5,Y,Yes,16,3,1,80,1,23,2,3,9,3,2,3
37,No,Travel_Rarely,333,Research & Development,10,2,Medical,1,1266,1,Male,40,4,1,Healthcare Representative,2,Divorced,6632,5551,3,Y,No,11,4,1,80,0,17,2,2,16,6,4,5
39,No,Travel_Frequently,837,Sales,10,4,Life Sciences,1,1267,4,Female,106,3,5,Research Director,4,Single,16582,14943,7,Y,No,16,3,4,80,3,20,2,2,8,3,0,2
33,No,Travel_Rarely,450,Research & Development,8,4,Technical Degree,1,1268,1,Female,54,2,2,Laboratory Technician,3,Divorced,9398,6684,2,Y,No,21,3,3,80,2,13,1,1,7,2,4,2
50,Yes,Non-Travel,475,Research & Development,26,2,Technical Degree,1,1269,2,Male,57,4,2,Manufacturing Director,1,Married,9450,9310,0,Y,Yes,22,3,3,80,1,28,4,1,19,7,6,6
29,No,Travel_Frequently,872,Sales,27,5,Other,1,1270,3,Male,110,2,5,Sales Representative,2,Married,16956,16574,4,Y,No,14,3,4,80,0,9,2,4,2,0,0,0
58,No,Travel_Rarely,216,Research & Development,18,2,Medical,1,1271,4,Male,28,1,1,Research Director,4,Single,5056,4358,8,Y,No,14,4,1,80,1,38,1,3,18,7,5,6
26,No,Travel_Rarely,439,Research & Development,9,3,Medical,1,1272,2,Male,47,3,2,Research Director,1,Divorced,8404,4103,5,Y,No,15,4,4,80,1,7,1,4,5,2,0,1
60,No,Non-Travel,258,Research & Development,23,3,Marketing,1,1273,1,Female,31,4,1,Research Scientist,1,Married,5161,5796,7,Y,Yes,16,4,4,80,1,39,3,3,21,8,4,7
32,Yes,Non-Travel,369,Research & Development,16,4,Marketing,1,1274,2,Male,46,3,2,Laboratory Technician,2,Married,7605,7972,2,Y,Yes,16,4,1,80,2,13,2,2,4,1,0,1
22,Yes,Non-Travel,473,Research & Development,29,3,Medical,1,1275,1,Male,59,2,2,Sales Executive,2,Single,9769,14914,7,Y,Yes,15,4,3,80,1,1,1,1,7,2,0,2
60,Yes,Non-Travel,548,Research & Development,1,5,Technical Degree,1,1276,2,Male,62,3,2,Laboratory Technician,1,Married,10564,12279,5,Y,Yes,20,3,4,80,1,40,5,4,23,9,6,8
53,No,Travel_Rarely,727,Research & Development,13,3,Medical,1,1277,3,Male,97,4,4,Healthcare Representative,3,Married,15252,12432,0,Y,No,13,3,2,80,1,32,6,2,16,6,6,5
37,No,Non-Travel,889,Research & Development,12,4,Marketing,1,1278,3,Female,115,3,5,Laboratory Technician,2,Single,18107,16644,4,Y,No,11,3,4,80,1,18,0,2,13,5,2,4
50,No,Non-Travel,535,Research & Development,22,4,Life Sciences,1,1279,1,Male,64,4,3,Human Resources,2,Divorced,11160,8749,4,Y,No,14,3,3,80,1,29,0,3,2,0,0,0
25,No,Non-Travel,288,Research & Development,3,3,Life Sciences,1,1280,1,Female,35,1,1,Sales Representative,4,Single,5654,6567,3,Y,No,11,3,2,80,0,3,6,2,3,1,0,1
27,Yes,Travel_Rarely,248,Research & Development,14,3,Life Sciences,1,1281,1,Male,31,2,1,Sales Representative,2,Divorced,5009,5876,8,Y,Yes,25,3,2,80,0,5,4,4,0,0,0,0
60,No,Travel_Frequently,410,Research & Development,9,4,Other,1,1282,2,Male,51,2,2,Sales Executive,4,Married,8388,6716,1,Y,No,14,4,3,80,2,38,4,3,13,5,0,4
57,No,Travel_Rarely,572,Research & Development,21,2,Medical,1,1283,2,Male,71,1,3,Human Resources,1,Married,11488,9576,0,Y,No,20,3,2,80,0,36,5,1,15,6,2,5
31,No,Non-Travel,483,Research & Development,12,2,Medical,1,1284,1,Male,67,2,2,Laboratory Technician,1,Single,9959,10511,2,Y,No,20,4,1,80,0,11,3,2,6,2,3,2
23,Yes,Travel_Rarely,348,Research & Development,8,3,Medical,1,1285,2,Male,43,4,1,Sales Representative,1,Divorced,7120,5303,0,Y,Yes,18,4,3,80,2,4,3,3,1,0,0,0
39,No,Travel_Rarely,184,Research & Development,17,3,Marketing,1,1286,3,Female,24,1,1,Sales Executive,1,Married,3872,6201,8,Y,No,11,3,4,80,0,19,2,1,8,3,1,2
34,No,Travel_Frequently,233,Research & Development,6,3,Other,1,1287,3,Male,29,3,1,Sales Executive,3,Divorced,4500,8322,4,Y,No,18,3,1,80,0,12,1,2,2,0,0,0
53,No,Travel_Rarely,450,Sales,2,5,Life Sciences,1,1288,1,Female,63,1,2,Research Scientist,2,Divorced,9312,8220,0,Y,No,15,3,1,80,0,32,1,4,15,6,4,5
23,Yes,Non-Travel,363,Research & Development,10,3,Other,1,1289,3,Male,47,1,1,Manager,1,Single,7832,8354,3,Y,No,11,4,4,80,2,4,4,2,0,0,2,0
25,No,Travel_Frequently,802,Research & Development,2,2,Life Sciences,1,1290,2,Female,88,3,4,Manager,1,Married,15246,15758,7,Y,No,18,3,4,80,2,6,0,3,0,0,0,0
20,No,Non-Travel,277,Sales,19,2,Medical,1,1291,2,Female,35,2,1,Sales Executive,2,Divorced,5971,6252,2,Y,No,21,4,1,80,1,1,2,3,12,4,2,4
49,No,Non-Travel,394,Research & Development,14,2,Other,1,1292,3,Female,49,1,1,Manufacturing Director,1,Married,7564,9219,7,Y,No,21,3,2,80,1,28,3,2,8,3,0,2
55,No,Non-Travel,637,Research & Development,29,4,Technical Degree,1,1293,2,Male,75,3,3,Manager,2,Single,12503,13046,7,Y,No,15,3,2,80,2,33,6,4,15,6,1,5
21,Yes,Travel_Frequently,361,Research & Development,12,2,Marketing,1,1294,4,Female,41,2,1,Manager,4,Married,6745,2601,5,Y,Yes,14,3,4,80,0,2,1,2,0,0,0,0
37,No,Travel_Frequently,942,Research & Development,13,3,Life Sciences,1,1295,1,Male,117,3,5,Research Scientist,3,Single,18991,20338,5,Y,No,15,3,2,80,2,17,6,2,8,3,3,2
49,No,Non-Travel,279,Sales,17,4,Marketing,1,1296,4,Male,29,2,1,Sales Representative,2,Married,5571,6371,8,Y,No,20,4,3,80,0,29,4,3,13,5,5,4
34,No,Travel_Frequently,306,Research & Development,17,3,Marketing,1,1297,3,Female,34,3,1,Human Resources,4,Single,6150,3807,0,Y,No,22,3,2,80,3,13,0,2,8,3,5,2
28,No,Travel_Rarely,766,Research & Development,10,3,Medical,1,1298,1,Female,96,4,5,Research Scientist,4,Divorced,15488,15664,6,Y,No,25,4,4,80,0,8,3,1,2,0,0,0
22,Yes,Non-Travel,413,Research & Development,18,4,Other,1,1299,3,Female,47,1,1,Sales Executive,1,Divorced,7718,8652,3,Y,Yes,13,4,2,80,3,2,3,1,5,2,4,1
53,No,Travel_Rarely,621,Sales,10,3,Marketing,1,1300,3,Female,78,2,3,Human Resources,4,Married,12400,11379,7,Y,No,12,3,1,80,3,33,5,4,13,5,3,4
52,No,Travel_Frequently,915,Sales,6,5,Life Sciences,1,1301,4,Female,117,2,5,Manager,3,Married,18755,19987,4,Y,No,19,3,4,80,2,32,4,4,18,7,4,6
31,No,Travel_Rarely,364,Research & Development,26,3,Life Sciences,1,1302,1,Female,51,3,2,Research Scientist,1,Divorced,7707,7232,4,Y,No,16,3,2,80,1,9,1,3,1,0,1,0
18,Yes,Non-Travel,502,Research & Development,27,5,Life Sciences,1,1303,2,Male,59,4,2,Research Director,1,Single,9833,9197,2,Y,Yes,15,4,2,80,1,1,3,3,0,0,0,0
56,No,Non-Travel,501,Research & Development,29,4,Marketing,1,1304,4,Female,64,4,2,Manager,3,Divorced,10136,10698,7,Y,No,18,3,3,80,2,35,2,1,15,6,1,5
39,No,Travel_Frequently,698,Research & Development,26,5,Technical Degree,1,1305,2,Male,86,3,4,Sales Representative,2,Single,13706,12131,5,Y,No,14,4,4,80,0,17,1,4,8,3,4,2
46,No,Non-Travel,609,Research & Development,20,1,Technical Degree,1,1306,3,Male,75,2,3,Manager,3,Married,11915,12367,6,Y,No,21,4,3,80,0,24,1,4,12,4,2,4
45,No,Travel_Rarely,315,Sales,29,4,Other,1,1307,2,Male,41,4,1,Manager,4,Divorced,6638,5984,1,Y,Yes,17,3,2,80,1,24,5,4,12,4,4,4
48,No,Non-Travel,374,Research & Development,28,2,Medical,1,1308,3,Male,49,1,2,Manufacturing Director,3,Divorced,7661,11990,3,Y,Yes,23,3,3,80,0,27,5,3,17,6,3,5
52,No,Travel_Frequently,649,Sales,10,1,Marketing,1,1309,4,Male,88,2,4,Sales Executive,4,Single,12982,14357,6,Y,No,17,3,4,80,0,33,3,4,8,3,1,2
34,No,Travel_Frequently,623,Research & Development,12,3,Life Sciences,1,1310,2,Female,81,2,3,Research Scientist,2,Married,12574,12852,5,Y,No,14,4,2,80,0,12,0,1,8,3,4,2
19,No,Travel_Frequently,400,Research & Development,24,3,Medical,1,1311,2,Female,48,1,2,Sales Representative,4,Single,7521,9962,4,Y,No,14,4,4,80,3,1,4,4,2,0,0,0
48,No,Non-Travel,588,Research & Development,9,5,Other,1,1312,4,Male,71,1,3,Laboratory Technician,2,Divorced,12428,9714,5,Y,No,19,3,2,80,0,27,1,4,10,4,0,3
56,No,Travel_Rarely,627,Sales,9,3,Marketing,1,1313,3,Female,72,2,3,Manager,4,Single,11736,11582,4,Y,No,11,3,2,80,2,36,0,3,13,5,1,4
52,No,Travel_Rarely,657,Research & Development,25,3,Technical Degree,1,1314,4,Female,87,4,4,Research Scientist,1,Single,14032,13381,5,Y,No,21,3,1,80,2,33,4,3,13,5,0,4
37,Yes,Travel_Frequently,772,Research & Development,22,4,Technical Degree,1,1315,3,Female,98,1,4,Sales Executive,1,Married,15554,13925,3,Y,Yes,23,4,4,80,1,17,1,2,2,0,0,0
50,No,Travel_Frequently,343,Research & Development,4,4,Marketing,1,1316,4,Female,51,4,1,Laboratory Technician,3,Single,7192,6815,5,Y,No,18,4,1,80,0,31,5,1,3,1,1,1
20,No,Travel_Rarely,583,Research & Development,5,4,Marketing,1,1317,2,Male,76,2,3,Sales Representative,1,Married,11992,11305,1,Y,No,13,3,3,80,1,1,1,1,6,2,0,2
27,No,Travel_Frequently,401,Research & Development,21,4,Medical,1,1318,1,Male,54,4,2,Healthcare Representative,4,Single,8771,6690,8,Y,No,18,3,2,80,0,8,1,2,0,0,0,0
26,No,Travel_Rarely,209,Research & Development,12,3,Technical Degree,1,1319,2,Female,26,4,1,Healthcare Representative,1,Single,4153,4935,1,Y,No,21,3,1,80,2,4,2,4,6,2,3,2
